16	-0.10000000	-0.01550000	-0.00124600
32	-0.11000000	-0.03330000	-0.00523900
48	-0.11000000	-0.05120000	-0.01208700
64	-0.09000000	-0.06770000	-0.02166800
80	-0.10000000	-0.08520003	-0.03399501
96	-0.09000000	-0.10110004	-0.04896701
112	-0.10000000	-0.11710006	-0.06537801
128	-0.11000000	-0.13340010	-0.08547004
144	-0.11000000	-0.14970014	-0.10818206
160	-0.10000000	-0.16590017	-0.13352707
176	-0.11000000	-0.18270022	-0.16147010
192	-0.11000000	-0.19940026	-0.19210614
208	-0.12000000	-0.21530029	-0.22532618
224	-0.11000000	-0.23040032	-0.25881124
240	-0.11000000	-0.24720037	-0.29707232
256	-0.12000000	-0.26470035	-0.33810544
272	-0.11000000	-0.28090033	-0.38186347
288	-0.12000000	-0.29780027	-0.42822555
304	-0.11000000	-0.31490025	-0.47732359
320	-0.12000000	-0.33090022	-0.52579767
336	-0.11000000	-0.34660015	-0.58008879
352	-0.13000000	-0.36450017	-0.63710076
368	-0.12000000	-0.38150012	-0.69683474
384	-0.10000000	-0.39880008	-0.75934786
400	-0.08000000	-0.41500005	-0.82455784
416	-0.12000000	-0.43269992	-0.89246887
432	-0.10000000	-0.44929984	-0.96311384
448	-0.11000000	-0.46629977	-1.03640470
464	-0.10000000	-0.48349965	-1.11245880
480	-0.10000000	-0.49999955	-1.19120360
496	-0.12000000	-0.51729953	-1.27265450
512	-0.12000000	-0.53439945	-1.35683830
528	-0.11000000	-0.54999942	-1.43823520
544	-0.11000000	-0.56589931	-1.52754100
560	-0.11000000	-0.58329916	-1.61952300
576	-0.11000000	-0.60049909	-1.71430270
592	-0.11000000	-0.61779910	-1.81185640
608	-0.12000000	-0.63489902	-1.91214930
624	-0.11000000	-0.65299904	-2.01531840
640	-0.09000000	-0.66939890	-2.12120960
656	-0.12000000	-0.68619883	-2.22974610
672	-0.11000000	-0.70329869	-2.34100320
688	-0.10000000	-0.72049868	-2.45498700
704	-0.08000000	-0.73699862	-2.57169720
720	-0.10000000	-0.75329864	-2.68357130
736	-0.10000000	-0.76939863	-2.79786940
752	-0.11000000	-0.78659874	-2.92243430
768	-0.11000000	-0.80369866	-3.04971650
784	-0.09000000	-0.82049859	-3.17976090
800	-0.12000000	-0.83759856	-3.31247120
816	-0.13000000	-0.85449851	-3.44794630
832	-0.11000000	-0.87239862	-3.58620830
848	-0.11000000	-0.89019853	-3.72729780
864	-0.10000000	-0.90709847	-3.87118460
880	-0.12000000	-0.92479849	-4.01781750
896	-0.10000000	-0.94199842	-4.16726590
912	-0.11000000	-0.95839822	-4.31936930
928	-0.11000000	-0.97419816	-4.46437690
944	-0.10000000	-0.98999798	-4.62160830
960	-0.10000000	-1.00579800	-4.78139830
976	-0.11000000	-1.02339760	-4.94382290
992	-0.11000000	-1.04029740	-5.10897540
1008	-0.08000000	-1.05609750	-5.27678010
1024	-0.12000000	-1.07059760	-5.43633080
1040	-0.09000000	-1.08679750	-5.60902600
1056	-0.11000000	-1.10329760	-5.78430130
1072	-0.10000000	-1.11959780	-5.96222260
1088	-0.11000000	-1.13629760	-6.14276170
1104	-0.10000000	-1.15269770	-6.32597210
1120	-0.10000000	-1.16929780	-6.51182700
1136	-0.11000000	-1.18489780	-6.68848560
1152	-0.11000000	-1.20039800	-6.87936070
1168	-0.10000000	-1.21619800	-7.07272770
