16	-0.01000000	-0.00040000	-0.00002100
32	0.00000000	-0.00080000	-0.00012000
48	0.00000000	-0.00110000	-0.00027700
64	0.00000000	-0.00200000	-0.00054300
80	-0.01000000	-0.00320000	-0.00097800
96	0.00000000	-0.00370000	-0.00151600
112	0.00000000	-0.00360000	-0.00210100
128	0.00000000	-0.00460000	-0.00277900
144	0.00000000	-0.00480000	-0.00355100
160	-0.01000000	-0.00610000	-0.00440400
176	0.01000000	-0.00610000	-0.00538400
192	0.00000000	-0.00700000	-0.00644000
208	0.00000000	-0.00760000	-0.00761300
224	0.00000000	-0.00830000	-0.00889100
240	-0.01000000	-0.00870000	-0.01024400
256	-0.01000000	-0.00990000	-0.01173500
272	0.00000000	-0.01069999	-0.01337500
288	0.00000000	-0.01119999	-0.01512200
304	0.00000000	-0.01199999	-0.01700399
320	0.00000000	-0.01229999	-0.01893298
336	0.00000000	-0.01329999	-0.02099399
352	0.00000000	-0.01409999	-0.02319799
368	0.00000000	-0.01529999	-0.02557299
384	-0.02000000	-0.01559999	-0.02803999
400	0.00000000	-0.01639999	-0.03059698
416	0.00000000	-0.01759999	-0.03334299
432	0.00000000	-0.01799999	-0.03619998
448	0.00000000	-0.01909998	-0.03914997
464	0.00000000	-0.01979998	-0.04228096
480	0.00000000	-0.02039998	-0.04549396
496	0.00000000	-0.02119998	-0.04883996
512	0.00000000	-0.02189998	-0.05228096
528	-0.01000000	-0.02219998	-0.05580995
544	-0.02000000	-0.02289998	-0.05940494
560	-0.01000000	-0.02439998	-0.06321293
576	-0.03000000	-0.02539997	-0.06720294
592	-0.01000000	-0.02589997	-0.07131191
608	0.00000000	-0.02629997	-0.07549490
624	-0.01000000	-0.02679997	-0.07974289
640	0.00000000	-0.02749997	-0.08410490
656	0.00000000	-0.02849997	-0.08859491
672	0.00000000	-0.02969997	-0.09326790
688	-0.01000000	-0.03079996	-0.09810890
704	0.00000000	-0.03129996	-0.10308387
720	-0.01000000	-0.03169997	-0.10813290
736	0.01000000	-0.03219997	-0.11326190
752	0.00000000	-0.03229997	-0.11841888
768	-0.01000000	-0.03299997	-0.12364988
784	-0.01000000	-0.03359998	-0.12898183
800	-0.02000000	-0.03429998	-0.13438988
816	0.00000000	-0.03459998	-0.13992493
832	-0.01000000	-0.03509999	-0.14549795
848	-0.02000000	-0.03559999	-0.15114793
864	-0.01000000	-0.03659999	-0.15689994
880	-0.01000000	-0.03750000	-0.16281092
896	0.00000000	-0.03860001	-0.16893695
912	-0.01000000	-0.03980002	-0.17519690
928	0.00000000	-0.03990002	-0.18158185
944	0.00000000	-0.04110003	-0.18804285
960	-0.01000000	-0.04160003	-0.19465086
976	0.00000000	-0.04230003	-0.20138088
992	-0.02000000	-0.04290003	-0.20820795
1008	0.00000000	-0.04380004	-0.21513197
1024	0.00000000	-0.04470004	-0.22221397
1040	0.00000000	-0.04570005	-0.22945598
1056	-0.01000000	-0.04610005	-0.23678900
1072	-0.01000000	-0.04620005	-0.24416995
1088	0.01000000	-0.04680006	-0.25163394
1104	0.00000000	-0.04710006	-0.25915596
1120	0.00000000	-0.04840007	-0.26680493
1136	0.00000000	-0.04950008	-0.27461982
1152	-0.01000000	-0.05050009	-0.28259778
1168	-0.02000000	-0.05160009	-0.29077989
1184	0.00000000	-0.05220010	-0.29908985
1200	-0.01000000	-0.05270010	-0.30747488
1216	-0.01000000	-0.05290010	-0.31592691
1232	0.00000000	-0.05370010	-0.32446992
1248	-0.01000000	-0.05440012	-0.33310995
1264	0.00000000	-0.05530013	-0.34189796
1280	-0.01000000	-0.05620014	-0.35083902
1296	-0.01000000	-0.05680014	-0.35987997
1312	0.01000000	-0.05760014	-0.36905706
1328	-0.02000000	-0.05830014	-0.37831816
1344	-0.01000000	-0.05920015	-0.38770616
1360	0.00000000	-0.05990015	-0.39727017
1376	-0.02000000	-0.06090015	-0.40690324
1392	-0.02000000	-0.06140015	-0.41668320
1408	0.00000000	-0.06170016	-0.42653722
1424	-0.01000000	-0.06290016	-0.43650433
1440	-0.01000000	-0.06350017	-0.44660139
1456	0.00000000	-0.06370018	-0.45677844
1472	0.00000000	-0.06430019	-0.46702144
1488	0.00000000	-0.06540021	-0.47740349
1504	-0.03000000	-0.06640021	-0.48793656
1520	0.00000000	-0.06720022	-0.49863061
1536	-0.01000000	-0.06790023	-0.50942874
1552	-0.02000000	-0.06850024	-0.52034688
1568	-0.01000000	-0.06870025	-0.53130668
1584	0.00000000	-0.06880025	-0.54231495
1600	-0.02000000	-0.06920025	-0.55333209
1616	-0.02000000	-0.06990027	-0.56444305
1632	0.00000000	-0.07030027	-0.57567495
1648	0.00000000	-0.07160029	-0.58702809
1664	-0.02000000	-0.07230030	-0.59851229
1680	0.00000000	-0.07280031	-0.61010957
1696	0.00000000	-0.07300030	-0.62176168
1712	-0.01000000	-0.07320031	-0.63344753
1728	-0.01000000	-0.07360031	-0.64519370
1744	-0.01000000	-0.07390032	-0.65697569
1760	0.00000000	-0.07460033	-0.66885871
1776	0.01000000	-0.07510033	-0.68087000
1792	0.00000000	-0.07530033	-0.69290614
1808	0.00000000	-0.07590034	-0.70502520
1824	0.00000000	-0.07610034	-0.71718043
1840	0.00000000	-0.07650035	-0.72939450
1856	-0.01000000	-0.07740036	-0.74168962
1872	-0.01000000	-0.07820037	-0.75413966
1888	-0.01000000	-0.07910039	-0.76671171
